Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,State,City,Category,Sub-Category,Product Name,Quantity,Discount,Sales,Profit,Payment Mode
ORD-100498,2023-11-06,2023-11-09,Second Class,CUST-1956,Customer 381,Corporate,East,Delhi,New Delhi,Office Supplies,Labels,Labels Item 4,1,0.0,1249.99,50.77,Credit Card
ORD-100499,2023-01-15,2023-01-17,First Class,CUST-1643,Customer 77,Corporate,North,Gujarat,Ahmedabad,Furniture,Tables,Tables Item 3,1,0.0,9841.33,1620.81,Debit Card
ORD-100500,2023-06-29,2023-07-01,Second Class,CUST-1998,Customer 125,Consumer,South,Rajasthan,Jaipur,Technology,Phones,Phones Item 1,1,0.1,38034.83,7323.48,Net Banking
ORD-100501,2023-11-22,2023-11-23,Second Class,CUST-1319,Customer 41,Home Office,East,Karnataka,Mangaluru,Technology,Machines,Machines Item 15,2,0.0,67536.14,5304.69,COD
ORD-100502,2023-03-03,2023-03-05,Standard Class,CUST-1892,Customer 305,Home Office,South,Uttar Pradesh,Lucknow,Office Supplies,Envelopes,Envelopes Item 1,7,0.2,8098.68,1866.65,Debit Card
ORD-100503,2023-09-05,2023-09-11,Second Class,CUST-1756,Customer 335,Corporate,South,Kerala,Thiruvananthapuram,Furniture,Furnishings,Furnishings Item 15,1,0.0,7540.46,566.49,Debit Card
ORD-100504,2022-09-25,2022-09-28,Same Day,CUST-1425,Customer 101,Consumer,North,Rajasthan,Udaipur,Technology,Phones,Phones Item 3,2,0.05,54732.73,6667.24,UPI
ORD-100505,2023-07-31,2023-08-02,Second Class,CUST-1316,Customer 138,Consumer,West,Karnataka,Mysuru,Technology,Phones,Phones Item 7,5,0.2,65192.72,8408.81,Credit Card
ORD-100506,2023-02-21,2023-02-26,Second Class,CUST-1332,Customer 1,Corporate,South,Delhi,New Delhi,Office Supplies,Storage,Storage Item 4,7,0.0,9098.09,878.69,Debit Card
ORD-100507,2022-06-17,2022-06-24,Same Day,CUST-1650,Customer 284,Home Office,North,Gujarat,Vadodara,Office Supplies,Labels,Labels Item 5,5,0.2,5777.35,815.58,Debit Card
ORD-100508,2022-02-12,2022-02-19,Second Class,CUST-1945,Customer 197,Consumer,North,Kerala,Kochi,Office Supplies,Art,Art Item 10,2,0.0,2386.36,500.14,UPI
ORD-100509,2023-07-10,2023-07-11,Same Day,CUST-1889,Customer 281,Consumer,North,Karnataka,Mangaluru,Technology,Phones,Phones Item 7,6,0.15,185820.35,34166.35,COD
ORD-100510,2022-10-12,2022-10-19,First Class,CUST-1349,Customer 194,Home Office,North,Rajasthan,Jaipur,Office Supplies,Paper,Paper Item 6,3,0.0,3630.66,696.98,UPI
ORD-100511,2023-02-01,2023-02-04,Second Class,CUST-1324,Customer 114,Consumer,North,Rajasthan,Jaipur,Technology,Phones,Phones Item 12,2,0.05,73066.43,20735.5,Credit Card
ORD-100512,2022-01-12,2022-01-13,Second Class,CUST-1353,Customer 154,Corporate,East,Kerala,Kochi,Office Supplies,Storage,Storage Item 14,3,0.2,2453.15,382.72,UPI
ORD-100513,2023-08-30,2023-09-02,First Class,CUST-1622,Customer 368,Corporate,South,Kerala,Kochi,Technology,Machines,Machines Item 8,6,0.0,85734.13,22614.06,Debit Card
ORD-100514,2022-10-29,2022-11-03,Same Day,CUST-1074,Customer 128,Corporate,East,Tamil Nadu,Madurai,Office Supplies,Art,Art Item 3,7,0.0,6464.78,1222.88,Net Banking
ORD-100515,2022-09-10,2022-09-11,Same Day,CUST-1728,Customer 322,Corporate,West,Rajasthan,Jaipur,Office Supplies,Paper,Paper Item 13,7,0.0,9209.23,609.15,UPI
ORD-100516,2023-05-14,2023-05-18,First Class,CUST-1296,Customer 112,Corporate,East,West Bengal,Siliguri,Technology,Machines,Machines Item 13,2,0.0,8379.4,2212.0,Net Banking
ORD-100517,2022-02-04,2022-02-10,Second Class,CUST-1866,Customer 382,Consumer,East,Uttar Pradesh,Kanpur,Technology,Machines,Machines Item 3,2,0.15,20941.7,2731.25,UPI
ORD-100518,2023-12-28,2024-01-03,Second Class,CUST-1962,Customer 285,Home Office,East,Maharashtra,Mumbai,Office Supplies,Binders,Binders Item 3,2,0.2,559.94,76.88,Debit Card
ORD-100519,2022-03-31,2022-04-03,First Class,CUST-1413,Customer 281,Corporate,South,Telangana,Warangal,Furniture,Chairs,Chairs Item 7,2,0.05,9682.31,1312.37,Debit Card
ORD-100520,2023-08-28,2023-09-04,First Class,CUST-1912,Customer 142,Corporate,West,Telangana,Warangal,Technology,Accessories,Accessories Item 11,7,0.1,183518.7,19773.19,Credit Card
ORD-100521,2023-08-25,2023-08-29,First Class,CUST-1714,Customer 136,Corporate,South,Telangana,Hyderabad,Office Supplies,Binders,Binders Item 1,3,0.0,1959.91,136.28,Debit Card
ORD-100522,2023-02-22,2023-02-23,Second Class,CUST-1507,Customer 324,Home Office,West,Delhi,New Delhi,Furniture,Furnishings,Furnishings Item 14,4,0.0,26997.81,4027.68,COD
ORD-100523,2022-04-25,2022-04-29,Same Day,CUST-1550,Customer 314,Consumer,South,Tamil Nadu,Madurai,Office Supplies,Storage,Storage Item 9,3,0.1,1631.46,356.04,Credit Card
ORD-100524,2023-09-09,2023-09-13,First Class,CUST-1712,Customer 225,Corporate,West,Tamil Nadu,Madurai,Office Supplies,Paper,Paper Item 7,3,0.0,364.67,70.8,Net Banking
ORD-100525,2022-07-15,2022-07-22,First Class,CUST-1302,Customer 112,Consumer,South,Rajasthan,Udaipur,Technology,Machines,Machines Item 5,6,0.1,72475.48,16504.38,UPI
ORD-100526,2023-05-16,2023-05-17,Second Class,CUST-1176,Customer 63,Corporate,North,Maharashtra,Pune,Technology,Machines,Machines Item 12,2,0.0,1631.59,302.16,Net Banking
ORD-100527,2023-09-18,2023-09-23,Same Day,CUST-1790,Customer 206,Corporate,North,Gujarat,Vadodara,Office Supplies,Paper,Paper Item 1,6,0.0,3075.68,677.43,Credit Card
ORD-100528,2023-05-08,2023-05-15,Standard Class,CUST-1248,Customer 246,Home Office,East,Maharashtra,Mumbai,Technology,Copiers,Copiers Item 14,6,0.0,33007.08,6953.17,Credit Card
ORD-100529,2022-03-16,2022-03-20,Standard Class,CUST-1032,Customer 328,Home Office,West,Kerala,Kochi,Office Supplies,Labels,Labels Item 11,4,0.0,2398.23,418.79,COD
ORD-100530,2023-02-17,2023-02-21,Same Day,CUST-1627,Customer 317,Corporate,North,Telangana,Warangal,Furniture,Chairs,Chairs Item 4,1,0.15,3780.69,-154.01,COD
ORD-100531,2023-01-11,2023-01-16,Same Day,CUST-1048,Customer 111,Corporate,South,Rajasthan,Udaipur,Furniture,Furnishings,Furnishings Item 3,7,0.0,24411.99,2034.48,COD
ORD-100532,2023-02-24,2023-02-28,Standard Class,CUST-1110,Customer 357,Consumer,West,Gujarat,Vadodara,Furniture,Tables,Tables Item 1,1,0.0,8207.12,892.16,Credit Card
ORD-100533,2023-12-30,2024-01-03,First Class,CUST-1762,Customer 9,Corporate,South,Maharashtra,Pune,Furniture,Bookcases,Bookcases Item 3,7,0.05,55660.48,-648.12,Credit Card
ORD-100534,2022-10-04,2022-10-08,Same Day,CUST-1652,Customer 168,Corporate,North,Kerala,Thiruvananthapuram,Furniture,Bookcases,Bookcases Item 3,5,0.05,7699.87,925.56,Net Banking
ORD-100535,2023-11-07,2023-11-13,Standard Class,CUST-1355,Customer 148,Home Office,West,Karnataka,Bengaluru,Furniture,Bookcases,Bookcases Item 15,7,0.1,10423.9,-514.21,Credit Card
ORD-100536,2023-01-29,2023-02-05,First Class,CUST-1536,Customer 268,Corporate,North,Kerala,Thiruvananthapuram,Furniture,Bookcases,Bookcases Item 12,6,0.0,35323.21,6332.24,UPI
ORD-100537,2023-04-02,2023-04-04,Second Class,CUST-1013,Customer 257,Home Office,West,Telangana,Hyderabad,Office Supplies,Art,Art Item 2,5,0.0,380.41,67.82,UPI
ORD-100538,2022-07-11,2022-07-18,Standard Class,CUST-1143,Customer 289,Consumer,West,Maharashtra,Pune,Furniture,Chairs,Chairs Item 10,1,0.0,5812.78,334.71,COD
ORD-100539,2023-11-20,2023-11-25,Standard Class,CUST-1220,Customer 152,Home Office,South,Karnataka,Mangaluru,Office Supplies,Labels,Labels Item 9,2,0.15,1080.8,92.15,Debit Card
ORD-100540,2022-04-09,2022-04-13,Standard Class,CUST-1534,Customer 68,Consumer,South,Uttar Pradesh,Kanpur,Technology,Phones,Phones Item 6,7,0.2,63179.5,3370.78,Net Banking
ORD-100541,2023-07-02,2023-07-09,First Class,CUST-1102,Customer 215,Home Office,North,Maharashtra,Pune,Furniture,Tables,Tables Item 14,6,0.2,15745.2,2548.64,Net Banking
ORD-100542,2022-04-06,2022-04-12,Second Class,CUST-1777,Customer 297,Home Office,East,Kerala,Kochi,Technology,Accessories,Accessories Item 6,4,0.2,6291.78,759.73,UPI
ORD-100543,2023-10-26,2023-10-31,Standard Class,CUST-1988,Customer 210,Corporate,West,Karnataka,Mangaluru,Technology,Machines,Machines Item 11,3,0.05,58789.73,7644.28,UPI
ORD-100544,2023-10-25,2023-10-28,Standard Class,CUST-1334,Customer 31,Corporate,West,Telangana,Warangal,Furniture,Bookcases,Bookcases Item 10,7,0.15,23114.65,4151.25,Debit Card
ORD-100545,2022-07-09,2022-07-16,Standard Class,CUST-1298,Customer 213,Corporate,North,West Bengal,Siliguri,Furniture,Chairs,Chairs Item 11,7,0.0,57665.49,6719.04,COD
ORD-100546,2022-02-06,2022-02-09,Standard Class,CUST-1316,Customer 168,Corporate,West,Uttar Pradesh,Kanpur,Office Supplies,Envelopes,Envelopes Item 11,4,0.1,4378.83,663.55,Net Banking
ORD-100547,2023-01-04,2023-01-08,Standard Class,CUST-1874,Customer 327,Home Office,East,Gujarat,Ahmedabad,Office Supplies,Envelopes,Envelopes Item 3,4,0.15,2191.42,184.02,UPI
ORD-100548,2023-11-26,2023-12-02,Same Day,CUST-1798,Customer 327,Home Office,West,Maharashtra,Pune,Office Supplies,Storage,Storage Item 10,2,0.0,1628.73,376.37,Net Banking
ORD-100549,2023-06-09,2023-06-15,Second Class,CUST-1782,Customer 376,Consumer,West,Uttar Pradesh,Lucknow,Technology,Machines,Machines Item 8,1,0.1,19340.11,3983.87,UPI
ORD-100550,2022-10-06,2022-10-13,First Class,CUST-1191,Customer 79,Corporate,North,Maharashtra,Mumbai,Office Supplies,Binders,Binders Item 11,6,0.15,4823.73,1164.18,UPI
ORD-100551,2022-08-05,2022-08-10,Standard Class,CUST-1603,Customer 125,Home Office,West,Rajasthan,Jaipur,Technology,Copiers,Copiers Item 15,6,0.0,86953.91,13280.75,COD
ORD-100552,2022-09-30,2022-10-05,Same Day,CUST-1012,Customer 299,Consumer,North,Kerala,Thiruvananthapuram,Technology,Phones,Phones Item 2,7,0.0,271311.44,29963.94,COD
ORD-100553,2022-03-03,2022-03-09,First Class,CUST-1491,Customer 356,Consumer,East,Delhi,New Delhi,Technology,Copiers,Copiers Item 2,4,0.0,19233.73,4666.29,Credit Card
ORD-100554,2023-08-19,2023-08-24,First Class,CUST-1110,Customer 258,Corporate,South,Gujarat,Vadodara,Technology,Copiers,Copiers Item 4,2,0.1,63384.73,17782.96,COD
ORD-100555,2023-12-30,2024-01-05,Same Day,CUST-1870,Customer 387,Corporate,South,Uttar Pradesh,Lucknow,Technology,Machines,Machines Item 10,1,0.0,25415.13,2391.64,UPI
ORD-100556,2022-12-08,2022-12-15,First Class,CUST-1649,Customer 102,Consumer,South,Telangana,Hyderabad,Office Supplies,Storage,Storage Item 7,7,0.05,7720.17,809.65,COD
ORD-100557,2023-02-01,2023-02-03,Standard Class,CUST-1471,Customer 23,Corporate,West,Maharashtra,Nagpur,Technology,Phones,Phones Item 13,6,0.0,70488.48,17528.07,Debit Card
ORD-100558,2023-11-30,2023-12-06,Same Day,CUST-1760,Customer 79,Consumer,South,Tamil Nadu,Salem,Technology,Phones,Phones Item 3,5,0.15,109121.96,30342.85,Credit Card
ORD-100559,2022-01-19,2022-01-22,Second Class,CUST-1045,Customer 274,Corporate,East,Gujarat,Vadodara,Office Supplies,Art,Art Item 2,6,0.1,2636.83,573.89,Credit Card
ORD-100560,2022-06-26,2022-07-01,Second Class,CUST-1950,Customer 270,Home Office,North,Delhi,New Delhi,Furniture,Chairs,Chairs Item 6,3,0.0,17264.43,481.12,Credit Card
ORD-100561,2023-09-04,2023-09-10,First Class,CUST-1997,Customer 222,Corporate,South,Rajasthan,Jaipur,Office Supplies,Paper,Paper Item 7,2,0.0,2476.34,352.49,COD
ORD-100562,2023-01-31,2023-02-06,Second Class,CUST-1981,Customer 395,Consumer,East,Gujarat,Surat,Technology,Copiers,Copiers Item 13,3,0.2,87965.78,10232.29,UPI
ORD-100563,2023-03-21,2023-03-28,Standard Class,CUST-1069,Customer 385,Home Office,North,Rajasthan,Udaipur,Technology,Copiers,Copiers Item 12,2,0.0,4905.42,559.58,Debit Card
ORD-100564,2022-08-21,2022-08-26,First Class,CUST-1430,Customer 378,Corporate,South,Rajasthan,Udaipur,Furniture,Tables,Tables Item 6,6,0.15,4102.94,-24.44,Net Banking
ORD-100565,2022-03-17,2022-03-19,Standard Class,CUST-1059,Customer 397,Corporate,West,Rajasthan,Udaipur,Furniture,Furnishings,Furnishings Item 3,5,0.0,57979.3,2837.53,COD
ORD-100566,2022-09-22,2022-09-29,Standard Class,CUST-1157,Customer 57,Consumer,South,Maharashtra,Mumbai,Furniture,Tables,Tables Item 4,1,0.0,7587.35,-134.18,Debit Card
ORD-100567,2023-03-31,2023-04-02,First Class,CUST-1671,Customer 234,Corporate,West,Telangana,Hyderabad,Office Supplies,Labels,Labels Item 13,1,0.0,1271.57,56.47,Net Banking
ORD-100568,2023-12-19,2023-12-26,First Class,CUST-1572,Customer 273,Home Office,West,West Bengal,Siliguri,Furniture,Furnishings,Furnishings Item 3,3,0.0,24347.09,3271.58,Credit Card
ORD-100569,2023-01-19,2023-01-24,First Class,CUST-1169,Customer 271,Home Office,East,Karnataka,Mangaluru,Office Supplies,Envelopes,Envelopes Item 2,1,0.05,401.08,45.14,Credit Card
ORD-100570,2023-07-18,2023-07-19,Same Day,CUST-1087,Customer 201,Home Office,West,Uttar Pradesh,Noida,Technology,Copiers,Copiers Item 6,1,0.0,44526.05,7154.62,COD
ORD-100571,2023-05-21,2023-05-26,Same Day,CUST-1697,Customer 31,Home Office,West,Uttar Pradesh,Noida,Office Supplies,Labels,Labels Item 2,6,0.05,4271.67,275.83,Credit Card
ORD-100572,2023-01-02,2023-01-07,Same Day,CUST-1457,Customer 80,Home Office,West,Karnataka,Mysuru,Furniture,Bookcases,Bookcases Item 7,3,0.05,20585.86,3431.72,Debit Card
ORD-100573,2022-05-24,2022-05-26,First Class,CUST-1382,Customer 17,Corporate,South,Rajasthan,Udaipur,Office Supplies,Art,Art Item 11,7,0.05,6640.97,738.1,COD
ORD-100574,2022-03-10,2022-03-12,Standard Class,CUST-1624,Customer 35,Consumer,North,Karnataka,Mangaluru,Technology,Machines,Machines Item 11,5,0.0,107249.66,14192.38,COD
ORD-100575,2022-04-09,2022-04-14,Same Day,CUST-1503,Customer 156,Home Office,West,West Bengal,Kolkata,Furniture,Bookcases,Bookcases Item 6,4,0.1,9671.52,1620.25,Credit Card
ORD-100576,2023-01-31,2023-02-05,Second Class,CUST-1188,Customer 379,Home Office,South,Rajasthan,Jaipur,Technology,Copiers,Copiers Item 15,1,0.05,20772.7,4046.16,UPI
ORD-100577,2022-01-25,2022-01-30,First Class,CUST-1652,Customer 275,Consumer,East,Kerala,Thiruvananthapuram,Furniture,Bookcases,Bookcases Item 12,2,0.0,15785.22,-350.1,Debit Card
ORD-100578,2023-04-14,2023-04-16,Standard Class,CUST-1542,Customer 289,Consumer,West,Telangana,Warangal,Furniture,Tables,Tables Item 13,7,0.0,59215.94,8497.97,Credit Card
ORD-100579,2023-04-29,2023-05-04,First Class,CUST-1475,Customer 107,Consumer,East,Uttar Pradesh,Noida,Furniture,Bookcases,Bookcases Item 13,6,0.0,24036.61,-1065.29,Credit Card
ORD-100580,2023-07-19,2023-07-24,Same Day,CUST-1885,Customer 254,Corporate,West,Gujarat,Ahmedabad,Office Supplies,Envelopes,Envelopes Item 3,3,0.0,3134.21,560.53,COD
ORD-100581,2022-05-31,2022-06-04,First Class,CUST-1310,Customer 45,Consumer,South,Rajasthan,Udaipur,Office Supplies,Labels,Labels Item 8,5,0.0,5104.68,803.15,Net Banking
ORD-100582,2022-05-24,2022-05-25,Same Day,CUST-1777,Customer 320,Consumer,East,Rajasthan,Udaipur,Furniture,Chairs,Chairs Item 2,4,0.0,40166.04,807.14,Net Banking
ORD-100583,2023-07-23,2023-07-26,Standard Class,CUST-1585,Customer 175,Home Office,West,Kerala,Kochi,Office Supplies,Binders,Binders Item 9,7,0.1,6281.4,887.21,Net Banking
ORD-100584,2022-02-08,2022-02-09,Second Class,CUST-1804,Customer 285,Home Office,West,Delhi,New Delhi,Office Supplies,Envelopes,Envelopes Item 15,2,0.2,1147.44,29.03,Credit Card
ORD-100585,2022-04-19,2022-04-23,First Class,CUST-1175,Customer 387,Consumer,North,Gujarat,Vadodara,Office Supplies,Envelopes,Envelopes Item 14,1,0.0,1372.14,265.28,UPI
ORD-100586,2023-11-24,2023-11-27,Same Day,CUST-1293,Customer 88,Consumer,East,Uttar Pradesh,Lucknow,Office Supplies,Art,Art Item 11,7,0.1,1851.61,417.17,Credit Card
ORD-100587,2022-02-11,2022-02-18,Same Day,CUST-1789,Customer 334,Corporate,East,Rajasthan,Udaipur,Office Supplies,Paper,Paper Item 15,3,0.0,1414.64,132.57,UPI
ORD-100588,2022-07-05,2022-07-10,Second Class,CUST-1422,Customer 161,Home Office,East,Delhi,New Delhi,Technology,Copiers,Copiers Item 2,1,0.0,25305.6,6535.21,Net Banking
ORD-100589,2023-02-02,2023-02-06,Second Class,CUST-1073,Customer 41,Consumer,West,Rajasthan,Jaipur,Office Supplies,Envelopes,Envelopes Item 14,5,0.1,5906.95,793.59,Credit Card
ORD-100590,2022-08-11,2022-08-18,First Class,CUST-1736,Customer 248,Consumer,West,West Bengal,Siliguri,Technology,Phones,Phones Item 2,7,0.1,41907.14,6324.28,Credit Card
ORD-100591,2023-09-26,2023-10-01,Standard Class,CUST-1607,Customer 312,Consumer,South,Telangana,Hyderabad,Office Supplies,Art,Art Item 1,5,0.0,7016.64,415.1,Debit Card
ORD-100592,2022-05-13,2022-05-15,Standard Class,CUST-1120,Customer 197,Corporate,North,West Bengal,Kolkata,Office Supplies,Paper,Paper Item 11,5,0.2,5229.06,713.56,UPI
ORD-100593,2022-06-12,2022-06-18,Standard Class,CUST-1527,Customer 173,Consumer,West,Kerala,Kochi,Office Supplies,Art,Art Item 1,6,0.0,6228.7,928.95,COD
ORD-100594,2022-08-03,2022-08-07,First Class,CUST-1114,Customer 218,Corporate,East,Maharashtra,Mumbai,Office Supplies,Paper,Paper Item 9,7,0.2,4245.07,815.58,UPI
ORD-100595,2022-08-23,2022-08-25,First Class,CUST-1652,Customer 386,Corporate,East,Tamil Nadu,Coimbatore,Technology,Copiers,Copiers Item 4,1,0.0,16290.63,3044.79,Debit Card
ORD-100596,2023-10-20,2023-10-24,Second Class,CUST-1383,Customer 72,Corporate,North,Telangana,Hyderabad,Furniture,Tables,Tables Item 4,7,0.2,28574.56,1569.22,Net Banking
ORD-100597,2023-08-11,2023-08-15,Second Class,CUST-1325,Customer 17,Home Office,North,Tamil Nadu,Chennai,Furniture,Furnishings,Furnishings Item 14,2,0.1,9376.63,805.55,UPI
ORD-100598,2022-01-09,2022-01-11,First Class,CUST-1263,Customer 223,Consumer,North,Telangana,Hyderabad,Technology,Accessories,Accessories Item 7,4,0.0,127300.73,27432.35,UPI
ORD-100599,2022-03-15,2022-03-18,First Class,CUST-1036,Customer 71,Home Office,South,Uttar Pradesh,Noida,Office Supplies,Art,Art Item 4,5,0.1,3765.3,786.77,Net Banking
ORD-100600,2023-05-07,2023-05-08,Standard Class,CUST-1018,Customer 116,Corporate,South,Maharashtra,Mumbai,Office Supplies,Labels,Labels Item 1,1,0.2,1077.16,224.85,Debit Card
ORD-100601,2022-09-10,2022-09-15,Same Day,CUST-1058,Customer 97,Corporate,West,Kerala,Thiruvananthapuram,Office Supplies,Envelopes,Envelopes Item 14,4,0.15,1639.33,384.4,COD
ORD-100602,2022-08-18,2022-08-22,Standard Class,CUST-1636,Customer 123,Home Office,South,Telangana,Hyderabad,Furniture,Bookcases,Bookcases Item 9,3,0.1,23935.87,1496.54,Credit Card
ORD-100603,2023-06-03,2023-06-08,Standard Class,CUST-1437,Customer 136,Corporate,South,West Bengal,Siliguri,Office Supplies,Paper,Paper Item 13,1,0.0,1418.79,353.91,COD
ORD-100604,2022-06-23,2022-06-29,Standard Class,CUST-1145,Customer 381,Consumer,South,Tamil Nadu,Coimbatore,Furniture,Tables,Tables Item 9,3,0.0,35913.41,-336.26,Debit Card
ORD-100605,2023-10-15,2023-10-17,First Class,CUST-1344,Customer 160,Corporate,North,Tamil Nadu,Coimbatore,Technology,Machines,Machines Item 3,1,0.2,12377.63,1172.29,COD
ORD-100606,2022-06-17,2022-06-22,Standard Class,CUST-1839,Customer 184,Corporate,North,Telangana,Warangal,Furniture,Tables,Tables Item 2,6,0.15,18090.35,2192.85,Credit Card
ORD-100607,2022-06-19,2022-06-21,First Class,CUST-1945,Customer 29,Corporate,North,Delhi,New Delhi,Office Supplies,Labels,Labels Item 3,5,0.05,4994.16,1121.83,UPI
ORD-100608,2023-01-28,2023-02-02,First Class,CUST-1605,Customer 242,Home Office,North,Telangana,Hyderabad,Office Supplies,Paper,Paper Item 4,7,0.0,6472.7,1122.95,Debit Card
ORD-100609,2023-09-26,2023-09-27,First Class,CUST-1316,Customer 86,Consumer,South,Delhi,New Delhi,Office Supplies,Art,Art Item 8,5,0.1,380.84,46.01,UPI
ORD-100610,2022-07-13,2022-07-14,Standard Class,CUST-1170,Customer 333,Corporate,West,Delhi,New Delhi,Technology,Phones,Phones Item 2,1,0.2,24801.68,6761.37,Credit Card
ORD-100611,2023-06-01,2023-06-02,First Class,CUST-1727,Customer 69,Corporate,West,Kerala,Kochi,Office Supplies,Labels,Labels Item 11,3,0.0,3266.02,547.79,COD
ORD-100612,2022-01-29,2022-01-30,Second Class,CUST-1332,Customer 77,Consumer,West,Gujarat,Ahmedabad,Technology,Machines,Machines Item 4,5,0.0,9496.73,1460.51,Debit Card
ORD-100613,2022-06-14,2022-06-15,First Class,CUST-1076,Customer 257,Home Office,West,Telangana,Hyderabad,Office Supplies,Labels,Labels Item 10,5,0.2,3261.31,627.29,Debit Card
ORD-100614,2023-02-26,2023-02-27,Second Class,CUST-1426,Customer 316,Home Office,South,Uttar Pradesh,Noida,Office Supplies,Storage,Storage Item 14,7,0.0,6233.27,840.41,Debit Card
ORD-100615,2022-12-05,2022-12-07,Same Day,CUST-1746,Customer 115,Corporate,North,Karnataka,Mangaluru,Technology,Copiers,Copiers Item 10,6,0.0,40786.16,3332.68,Debit Card
ORD-100616,2023-10-10,2023-10-14,Same Day,CUST-1103,Customer 339,Corporate,West,Uttar Pradesh,Noida,Furniture,Furnishings,Furnishings Item 6,5,0.0,54263.48,-1465.3,UPI
ORD-100617,2023-05-11,2023-05-16,First Class,CUST-1821,Customer 330,Corporate,South,Uttar Pradesh,Noida,Furniture,Bookcases,Bookcases Item 10,7,0.15,55541.86,-2350.08,UPI
ORD-100618,2022-12-31,2023-01-01,Second Class,CUST-1256,Customer 296,Home Office,South,West Bengal,Kolkata,Office Supplies,Storage,Storage Item 1,7,0.1,6666.19,217.17,Debit Card
ORD-100619,2022-12-08,2022-12-10,Second Class,CUST-1085,Customer 324,Corporate,South,Uttar Pradesh,Lucknow,Office Supplies,Envelopes,Envelopes Item 12,6,0.1,698.98,88.36,COD
ORD-100620,2023-05-15,2023-05-17,First Class,CUST-1781,Customer 24,Corporate,North,West Bengal,Siliguri,Furniture,Tables,Tables Item 4,3,0.0,29620.71,4750.03,Debit Card
ORD-100621,2023-10-19,2023-10-21,Standard Class,CUST-1188,Customer 66,Home Office,West,Maharashtra,Mumbai,Technology,Copiers,Copiers Item 10,4,0.1,160355.8,9879.27,Debit Card
ORD-100622,2023-05-26,2023-05-30,Standard Class,CUST-1173,Customer 345,Consumer,East,Gujarat,Vadodara,Office Supplies,Storage,Storage Item 3,2,0.0,1392.76,194.24,Credit Card
ORD-100623,2022-11-23,2022-11-28,Standard Class,CUST-1568,Customer 199,Corporate,North,Delhi,New Delhi,Office Supplies,Art,Art Item 11,5,0.0,1674.2,184.25,Net Banking
ORD-100624,2022-08-05,2022-08-09,Second Class,CUST-1832,Customer 285,Consumer,South,Telangana,Warangal,Office Supplies,Art,Art Item 8,1,0.0,598.14,81.28,Net Banking
ORD-100625,2022-10-28,2022-10-31,Same Day,CUST-1709,Customer 328,Home Office,West,Uttar Pradesh,Kanpur,Office Supplies,Paper,Paper Item 12,5,0.0,5683.99,685.43,UPI
ORD-100626,2022-05-12,2022-05-19,Standard Class,CUST-1532,Customer 257,Consumer,West,Karnataka,Mangaluru,Technology,Accessories,Accessories Item 6,4,0.0,54266.57,9500.69,Net Banking
ORD-100627,2022-03-11,2022-03-13,Second Class,CUST-1453,Customer 313,Corporate,North,Rajasthan,Udaipur,Office Supplies,Envelopes,Envelopes Item 13,3,0.0,4302.68,287.35,UPI
ORD-100628,2022-09-09,2022-09-12,First Class,CUST-1868,Customer 159,Corporate,North,Delhi,New Delhi,Office Supplies,Art,Art Item 3,4,0.2,335.49,31.03,UPI
ORD-100629,2023-02-19,2023-02-25,Same Day,CUST-1224,Customer 217,Home Office,South,Karnataka,Mysuru,Technology,Phones,Phones Item 4,4,0.05,5435.8,412.3,COD
ORD-100630,2023-03-21,2023-03-22,Standard Class,CUST-1737,Customer 167,Consumer,North,Uttar Pradesh,Noida,Technology,Machines,Machines Item 1,7,0.1,186299.72,53711.94,Debit Card
ORD-100631,2022-07-01,2022-07-08,Second Class,CUST-1431,Customer 160,Corporate,East,Rajasthan,Jaipur,Office Supplies,Binders,Binders Item 12,7,0.0,9025.62,1087.39,UPI
ORD-100632,2022-06-16,2022-06-17,First Class,CUST-1319,Customer 382,Corporate,West,Tamil Nadu,Chennai,Office Supplies,Envelopes,Envelopes Item 7,4,0.0,407.44,27.59,COD
ORD-100633,2022-04-01,2022-04-05,First Class,CUST-1306,Customer 144,Corporate,North,Uttar Pradesh,Kanpur,Office Supplies,Labels,Labels Item 12,6,0.0,4123.72,860.91,Credit Card
ORD-100634,2023-12-15,2023-12-22,Second Class,CUST-1676,Customer 194,Corporate,South,Gujarat,Surat,Office Supplies,Paper,Paper Item 14,2,0.2,354.6,75.32,Net Banking
ORD-100635,2023-06-15,2023-06-20,First Class,CUST-1427,Customer 185,Consumer,North,Delhi,New Delhi,Furniture,Chairs,Chairs Item 4,2,0.2,5425.77,-202.24,Debit Card
ORD-100636,2022-02-08,2022-02-11,Same Day,CUST-1490,Customer 135,Home Office,South,Maharashtra,Pune,Office Supplies,Envelopes,Envelopes Item 12,6,0.05,1886.07,41.39,UPI
ORD-100637,2022-05-06,2022-05-11,Standard Class,CUST-1901,Customer 166,Consumer,West,Tamil Nadu,Coimbatore,Furniture,Furnishings,Furnishings Item 10,1,0.0,7641.63,383.75,Debit Card
ORD-100638,2023-03-27,2023-03-31,First Class,CUST-1145,Customer 367,Consumer,East,Uttar Pradesh,Lucknow,Office Supplies,Art,Art Item 5,2,0.0,1586.49,298.79,UPI
ORD-100639,2022-06-22,2022-06-23,Second Class,CUST-1380,Customer 358,Corporate,East,West Bengal,Kolkata,Technology,Phones,Phones Item 12,5,0.15,153735.65,40308.24,Debit Card
